Station,Location,State,Temperature,DO,pH,Conductivity,BOD,Nitrate,Fecal_Coliform,Total_Coliform,Year,BOD_DO_Ratio,Temp_DO_Interaction,Pollution_Index,Risk_Score,Risk_Level
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,27.0,5.4,6.5,43.0,1.0,0.4,310.0,1000.0,2023,0.18484288354898337,145.8,2.431,8.93,Safe
5209,"RIVER PERIYAR AT PANAMKUTTY BRIDGE, IDUKKI",KERALA,24.0,5.9,6.5,41.0,1.0,0.4,310.0,790.0,2023,0.1692047377326565,141.60000000000002,2.112,7.96,Safe
2334,RIVER PERIYAR AT PATHALAM,KERALA,27.0,4.0,6.6,105.0,1.0,0.4,200.0,840.0,2023,0.24937655860349128,108.0,2.1500000000000004,8.08,Safe
2336,RIVER PERIYAR AT PURAPPALLIKADAVU,KERALA,27.0,5.5,6.6,48.0,1.0,0.4,170.0,700.0,2023,0.18148820326678766,148.5,1.7810000000000001,6.85,Safe
1338,"RIVER PERIYAR AT SEWAGE DISCHARGE POINT,ALUVA, ERNAKULAM",KERALA,25.0,5.5,6.5,45.0,1.0,0.4,1000.0,2200.0,2023,0.18148820326678766,137.5,5.27,14.92,Safe
5193,"RIVER PERIYAR AZHIKODE FERRY, KODUNGALLUR,THRISSUR",KERALA,21.0,2.7,6.9,232.0,1.0,0.4,2.0,90.0,2023,0.36900369003690037,56.7,0.982,3.48,Safe
2329,RIVER PERIYAR RSVR AT BHOOTHATHANKETU,KERALA,25.0,7.3,6.1,26.0,1.0,0.4,2.0,340.0,2023,0.13679890560875513,182.5,0.9450000000000001,3.29,Safe
2330,RIVER PERIYAR RSVR AT EDAMALAYAR,KERALA,25.0,6.6,6.5,19.0,1.0,0.4,8.0,150.0,2023,0.15128593040847202,165.0,0.655,1.69,Safe
5208,RIVER PERIYAR AT KULAMAVU RESEVOIR AT IDUKKI,KERALA,22.0,5.1,6.3,48.0,1.0,0.4,2.0,2.0,2023,0.19569471624266147,112.19999999999999,0.482,0.59,Safe
2300,RIVER PERUVAMBA AT CHANDAPURA,KERALA,27.0,2.3,5.3,72.0,1.0,0.4,79.0,100.0,2023,0.43290043290043295,62.099999999999994,0.7925000000000001,2.48,Safe
5232,"RIVER PERUVAMBA AT PERUMBA BRIDGE, KANNUR",KERALA,28.0,3.1,6.1,450.0,1.0,0.4,40.0,400.0,2023,0.3215434083601286,86.8,1.94,7.4,Safe
2303,RIVER PULLUR AT PULLUR BRIDGE,KERALA,26.0,7.0,6.8,55.0,1.0,0.4,2.0,110.0,2023,0.14265335235378032,182.0,0.658,1.71,Safe
5213,"RIVER PUZHAKKAL AT PANCHIKKAL CANAL, THRISSUR",KERALA,23.0,1.4,6.8,98.0,1.0,0.4,2.0,100.0,2023,0.7092198581560284,32.199999999999996,0.7290000000000001,2.13,Safe
2290,RIVER PUZHAKKAL AT PUZHACKAL BRIDGE,KERALA,16.0,2.3,6.6,87.0,1.0,0.4,2.0,2.0,2023,0.43290043290043295,36.8,0.56,1.1,Safe
5233,"RIVER RAMAPURAM AT KAPPUNGAL, KANNUR",KERALA,27.0,4.8,5.8,88.0,1.0,0.4,100.0,200.0,2023,0.2079002079002079,129.6,1.006,3.6,Safe
2299,RIVER RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,27.0,3.7,5.2,270.0,1.0,0.4,100.0,380.0,2023,0.2695417789757412,99.9,1.6400000000000001,6.33,Safe
2305,RIVER SHIRIYA AT ANGADIMOGARU,KERALA,26.0,7.5,7.1,74.0,1.0,0.4,2.0,540.0,2023,0.13315579227696406,195.0,1.3410000000000002,5.14,Safe
2296,RIVER THALASSERRY AT PATHIPALAM,KERALA,27.0,5.5,5.5,128.0,1.0,0.4,10.0,49.0,2023,0.18148820326678766,148.5,0.7245,2.1,Safe
5241,"RIVER THALASSERY AT KODUVALLY, KANNUR",KERALA,27.0,3.3,6.5,1200.0,1.0,0.4,200.0,400.0,2023,0.3021148036253777,89.1,3.68,12.02,Safe
5240,"RIVER THALASSERY AT KUNDUCHIRA, KANNUR",KERALA,27.0,3.5,4.4,185.0,1.0,0.4,200.0,400.0,2023,0.2849002849002849,94.5,1.65,6.37,Safe
5236,"RIVER THALLASSERRY AT ERANJOLI PALAM, KANNUR",KERALA,28.0,4.0,5.2,350.0,1.0,0.4,200.0,350.0,2023,0.24937655860349128,112.0,1.9050000000000002,7.28,Safe
2306,RIVER UPPALA AT UPPALA BR.,KERALA,27.0,5.1,6.4,113.0,1.0,0.4,79.0,280.0,2023,0.19569471624266147,137.7,1.1444999999999999,4.26,Safe
5177,"RIVER VALAPATTANAM AT AZHEEKAL PORT, AZHEEKODE,KANNUR",KERALA,21.0,3.0,6.7,232.0,1.0,0.4,120.0,90.0,2023,0.33222591362126247,63.0,1.159,4.33,Safe
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,26.0,3.7,5.7,220.0,1.0,0.4,200.0,320.0,2023,0.2695417789757412,96.2,1.6,6.18,Safe
5235,"RIVER VALAPATTANAM AT PAVANNUR, KANNUR",KERALA,26.0,4.5,6.4,101.0,1.0,0.4,100.0,200.0,2023,0.22172949002217296,117.0,1.032,3.73,Safe
2318,"RIVER VALAPATTANAM AT PAZHASSI RESERVOIR, KANNUR",KERALA,26.0,6.8,5.5,81.0,1.0,0.4,79.0,200.0,2023,0.14684287812041116,176.79999999999998,0.9605000000000001,3.37,Safe
5239,"VALAPATTANAM RIVER AT IRRITY BRIDGE,KANNUR",KERALA,28.0,4.3,5.3,87.0,1.0,0.4,100.0,200.0,2023,0.2320185614849188,120.39999999999999,1.004,3.59,Safe
1442,"RIVER VAMANAPURAM AT VAMANAPURAM, THIRUVANANTHAPURAM",KERALA,26.0,6.7,6.3,62.0,1.0,0.4,200.0,600.0,2023,0.14903129657228018,174.20000000000002,1.704,6.57,Safe
5206,"RIVER VARATTAAR AT ARATTUKADAVU, ALAPPUZHA",KERALA,27.0,1.1,6.3,165.0,1.0,0.4,2.0,100.0,2023,0.9009009009009008,29.700000000000003,0.863,2.87,Safe
1570,"RIVER NILESWARAM NEAR NILESWARAM BRIDGE AT HOSDURG, KASARAGOD",KERALA,27.0,3.8,6.4,84.0,1.0,0.4,2.0,260.0,2023,0.2624671916010499,102.6,0.9410000000000001,3.27,Safe
1571,RIVER KARYANKODE AT KAKKADAVU,KERALA,27.0,6.3,7.1,65.0,1.0,0.4,2.0,280.0,2023,0.1584786053882726,170.1,0.933,3.23,Safe
1572,RIVER CHANDRAGIRI AT  PADIYATHADKA,KERALA,27.0,6.9,6.8,59.0,1.0,0.4,100.0,320.0,2023,0.1447178002894356,186.3,1.1280000000000001,4.19,Safe
2292,"RIVER TIRUR AT THALAKKADATHUR BRIDGE, MALAPPURAM",KERALA,22.0,2.5,6.7,102.0,1.0,0.4,20.0,31.0,2023,0.39840637450199207,55.0,0.6605000000000001,1.72,Safe
2302,RIVER NILESWARAM AT NAMBIARKAL DAM,KERALA,27.0,5.1,6.2,101.0,1.0,0.4,2.0,170.0,2023,0.19569471624266147,137.7,0.8400000000000001,2.74,Safe
5169,"RIVER KAKKAD AT KAKKAD ,KANNUR",KERALA,27.0,2.1,6.1,265.0,1.0,0.4,200.0,400.0,2023,0.47393364928909953,56.7,1.81,6.95,Safe
5231,"RIVER KAVVAI AT KANKOL, KANNUR",KERALA,27.0,4.5,6.0,50.0,1.0,0.4,150.0,300.0,2023,0.22172949002217296,121.5,1.1549999999999998,4.31,Safe
5171,CHERUVATHUR  - MADAKKARA HARBOUR AT CHERUVATHUR PANCHAYATH KASARAGOD,KERALA,21.0,1.6,6.4,232.0,1.0,0.4,28.0,90.0,2023,0.6211180124223602,33.6,1.021,3.68,Safe
5237,"RIVER KAKKAD AT VARANAM KADAVU BRIDGE, KANNUR",KERALA,26.0,2.9,6.0,630.0,1.0,0.4,100.0,200.0,2023,0.34364261168384885,75.39999999999999,2.09,7.89,Safe
5238,"RIVER ANCHARAKANDY  AT ODAKADAVU BRIDGE, KANNUR",KERALA,28.0,6.3,5.5,120.0,1.0,0.4,100.0,200.0,2023,0.1584786053882726,176.4,1.07,3.91,Safe
5242,"PALLANGODE BRIDGE AT PUTHIYAMBALAM, KASARAGOD",KERALA,27.0,7.0,6.7,62.0,1.0,0.4,32.0,200.0,2023,0.14265335235378032,189.0,0.8520000000000001,2.81,Safe
5243,"CHANDRAGIRI RIVER AT CHANDRAGIRI BRIDGE, KASARAGOD",KERALA,26.0,2.1,6.6,103.0,1.0,0.4,100.0,270.0,2023,0.47393364928909953,54.6,1.141,4.25,Safe
5197,"RIVER KILLIYAR AT MARUTHAMKUZHI BRIDGE, THIRUVANANTHAPURAM",KERALA,26.0,6.3,6.4,133.0,1.0,0.4,1100.0,2000.0,2023,0.1584786053882726,163.79999999999998,5.295999999999999,14.96,Safe
5214,"RIVER WADAKKANCHERY AT WADAKKANCHERY PALAM,THRISSUR",KERALA,15.0,1.3,6.3,99.0,1.0,0.4,2.0,100.0,2023,0.7633587786259541,19.5,0.7310000000000001,2.14,Safe
5216,"RIVER KANNADIPPUZHA AT THIRUNELLAYI BRIDGE, PALAKKAD",KERALA,27.0,5.3,7.6,368.0,1.0,0.4,2.0,2.0,2023,0.18832391713747648,143.1,1.1219999999999999,4.16,Safe
5217,"RIVER NELLIPUZHA AT NELLIPUZHA BRIDGE, MANNARKKAD, PALAKKAD",KERALA,23.0,5.7,7.3,58.0,1.0,0.4,100.0,200.0,2023,0.17513134851138354,131.1,0.946,3.3,Safe
5218,"RIVER KUNTHIPUZHA AT MANNARKKAD, PALAKKAD",KERALA,23.0,6.4,7.3,90.0,1.0,0.4,2.0,2.0,2023,0.15600624024961,147.20000000000002,0.5660000000000001,1.14,Safe
5220,RIVER TIRUR AT NADUVILANGADI,KERALA,22.0,3.0,6.6,141.0,1.0,0.4,40.0,79.0,2023,0.33222591362126247,66.0,0.8405,2.75,Safe
5221,"RIVER IRUVAZHINJI AT CHEPPILANKODE, KOZHIKODE",KERALA,25.0,6.3,6.1,27.0,1.0,0.4,700.0,920.0,2023,0.1584786053882726,157.5,2.864,10.11,Safe
5222,"RIVER IRUVAZHINJI AT MUKKAM BRIDGE, KOZHIKODE",KERALA,25.0,6.6,6.1,30.0,1.0,0.4,700.0,1300.0,2023,0.15128593040847202,165.0,3.44,11.49,Safe
5223,"RIVER IRUVAZHINJI AT KUTTIPALAKAL, KOZHIKODE",KERALA,26.0,5.2,6.1,31.0,1.0,0.4,160.0,400.0,2023,0.19193857965451055,135.20000000000002,1.282,4.88,Safe
2651,"RIVER AMBA AT D/S OF WAKEN BRIDGE, VILLAGE- WAKEN PHATA, TALUKA- ROHA, DISTRICT- RAIGAD. ( U/S OF THE
JACKWELLS OF M/S SUPREME PETROCHEMICALS & MIDC )",MAHARASHTR A,27.0,5.6,7.5,75.0,1.0,0.4,5.0,23.0,2023,0.17825311942959005,151.2,0.572,1.18,Safe
2653,"RIVER BHATSA AT D/S OF LIBERTY OIL MILLS, VILLAGE- SATNE, TALUKA- SHAHAPUR, DISTRICT- THANE.",MAHARASHTR A,18.0,5.3,7.5,68.0,1.0,0.4,2.0,43.0,2023,0.18832391713747648,95.39999999999999,0.5835,1.25,Safe
1461,"RIVER BHATSA AT D/S OF PISE DAM, VILLAGE. PISE, TALUKA. BHIWANDI, DISTRICT. THANE.",MAHARASHTR A,28.0,5.9,7.5,75.0,1.0,0.4,2.0,22.0,2023,0.1692047377326565,165.20000000000002,0.5660000000000001,1.14,Safe
2654,"RIVER BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE.",MAHARASHTR A,18.0,5.3,7.4,63.0,1.0,0.4,2.0,8.0,2023,0.18832391713747648,95.39999999999999,0.521,0.85,Safe
1092,"RIVER KALU AT ATALE VILLAGE, VILLAGE- ATALE, TALUKA- KALYAN, DISTRICT- THANE.",MAHARASHTR A,23.0,1.0,6.8,113.0,1.0,0.4,7.0,23.0,2023,0.9900990099009901,23.0,0.6509999999999999,1.67,Safe
2670,"RIVER KAN AT SAKRI WATER WORKS, VILLAGE. SAKRI, TALUKA. DHULE, DISTRICT. DHULE.",MAHARASHTR A,16.0,5.6,7.2,333.0,1.0,0.4,4.0,40.0,2023,0.17825311942959005,89.6,1.112,4.11,Safe
2198,"RIVER KUNDALIKA AT ARE KHURD (SALINE ZONE), VILLAGE- AREKHURD,TALUKA- ROHA, DISTRICT- RAIGAD.",MAHARASHTR A,27.0,3.7,6.7,108.0,1.0,0.4,2.0,23.0,2023,0.2695417789757412,99.9,0.6335000000000001,1.56,Safe
2672,"RIVER KUNDALIKA AT DHATAV AT JACKWELL, VILLAGE. DHATAV ,TALUKA. ROHA, DISTRICT. RAIGAD.",MAHARASHTR A,27.0,5.4,7.5,71.0,1.0,0.4,2.0,13.0,2023,0.18484288354898337,145.8,0.5445,1.0,Safe
1152,"RIVER KUNDALIKA AT ROHA BRIDGE, VILLAGE-ROHA, TALUKA- ROHA, DISTRICT- RAIGAD.",MAHARASHTR A,27.0,5.2,7.3,79.0,1.0,0.4,2.0,7.0,2023,0.19193857965451055,140.4,0.5515,1.05,Safe
2671,"RIVER KUNDALIKA NEAR SALAV BRIDGE (SALINE ZONE), VILLAGE-SALAV, TALUKA- ROHA, DISTRICT- RAIGAD.",MAHARASHTR A,27.0,4.0,7.0,15370.0,1.0,0.4,8.0,33.0,2023,0.24937655860349128,108.0,31.181499999999996,31.17,Moderate
2168,"RIVER MITHI NEAR ROAD BRIDGE, VILLAGE- MAHIM, TALUKA- BANDRA, DISTRICT- MUMBAI.",MAHARASHTR A,26.0,0.3,6.9,576.0,1.0,0.4,1700.0,2200.0,2023,3.2258064516129035,7.8,7.382,17.81,Safe
2676,"RIVER MUCHKUNDI AT WAKED, RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., VILLAGE- WAKED, TALUKA- LANJA, DISTRICT- RATNAGIRI.",MAHARASHTR A,25.0,6.0,7.2,78.0,1.0,0.4,4.0,15.0,2023,0.1663893510815308,150.0,0.5645,1.13,Safe
2685,"RIVER PATALGANGA AT D/S OF KHARPADA BRIDGE , VILLAGE- KHARPADA, TALUKA- KHALAPUR, DISTRICT- RAIGAD.",MAHARASHTR A,26.0,5.4,6.9,70.0,1.0,0.4,2.0,23.0,2023,0.18484288354898337,140.4,0.5575,1.09,Safe
2689,"RIVER PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, VILLAGE- KHOPOLI, TALUKA- KHALAPUR, DISTRICT-
RAIGAD.",MAHARASHTR A,26.0,6.3,7.2,51.0,1.0,0.4,2.0,23.0,2023,0.1584786053882726,163.79999999999998,0.5195,0.84,Safe
2687,"RIVER PATALGANGA AT KHALAPUR PUMPING STATION,
VILLAGE- KHALAPUR, TALUKA- KHALAPUR, DISTRICT- RAIGAD.",MAHARASHTR A,27.0,6.2,7.0,74.0,1.0,0.4,2.0,23.0,2023,0.1610305958132045,167.4,0.5655,1.14,Safe
2688,"RIVER PATALGANGA AT SAVROLI BRIDGE, VILLAGE- SAVROLI,TALUKA- KHALAPUR,DISTRICT- RAIGAD.",MAHARASHTR A,26.0,5.8,7.0,80.0,1.0,0.4,2.0,40.0,2023,0.17211703958691912,150.79999999999998,0.603,1.37,Safe
1151,"RIVER PATALGANGA AT SHILPHATA BRIDGE, VILLAGE- KHOPOLI,TALUKA- KHALAPUR, DISTRICT- RAIGAD.",MAHARASHTR A,26.0,6.3,7.0,70.0,1.0,0.4,5.0,23.0,2023,0.1584786053882726,163.79999999999998,0.5619999999999999,1.12,Safe
2686,"RIVER PATALGANGA AT VYAL PUMP HOUSE, VILLAGE. VYAL, TALUKA. KHALAPUR, DISTRICT. RAIGAD.",MAHARASHTR A,27.0,6.2,7.0,78.0,1.0,0.4,2.0,17.0,2023,0.1610305958132045,167.4,0.5645,1.13,Safe
1462,"RIVER PATALGANGA NEAR INTAKE OF MIDC WATER WORKS (TURADE W/W). VILLAGE. TURADE, TALUKA. KHALAPUR,
DISTRICT. RAIGAD.",MAHARASHTR A,27.0,6.0,7.1,74.0,1.0,0.4,2.0,22.0,2023,0.1663893510815308,162.0,0.5640000000000001,1.13,Safe
2696,"PEHLAR DAM ON PEHLAR RIVER- INLET OF WATER WORKS, VILLAGE- PEHLAR, TALUKA- VASAI, DISTRICT- PALGHAR.",MAHARASHTR A,26.0,6.0,7.2,109.0,1.0,0.4,2.0,22.0,2023,0.1663893510815308,156.0,0.6340000000000001,1.56,Safe
2703,"RIVER SAVITRI AT DADLI ROAD BRIDGE, VILLAGE. DADLI, TALUKA. MAHAD, DISTRICT. RAIGAD.",MAHARASHTR A,25.0,6.4,7.1,76.0,1.0,0.4,6.0,26.0,2023,0.15600624024961,160.0,0.5800000000000001,1.23,Safe
2704,"RIVER SAVITRI AT MUTHAVALI VILLAGE, VILLAGE. MUTHAVALI, TALUKA. MAHAD, DISTRICT. RAIGAD.",MAHARASHTR A,25.0,6.7,7.3,79.0,1.0,0.4,6.0,25.0,2023,0.14903129657228018,167.5,0.5845,1.26,Safe
2199,"RIVER SAVITRI AT OVALE VILLAGE, VILLAGE. OVALE, TALUKA. MAHAD, DISTRICT. RAIGAD.",MAHARASHTR A,25.0,5.0,7.3,127.0,1.0,0.4,4.0,26.0,2023,0.1996007984031936,125.0,0.679,1.83,Safe
2702,"RIVER SAVITRI AT SHEDAV DOV, VILLAGE. SHEDAV DOV, TALUKA. MAHAD, DISTRICT. RAIGAD.",MAHARASHTR A,25.0,6.6,7.3,83.0,1.0,0.4,6.0,24.0,2023,0.15128593040847202,165.0,0.5910000000000001,1.3,Safe
2701,"RIVER SAVITRI JACKWELL AT UPSA KENDRE, VILLAGE. NANGALWADI, TALUKA. MAHAD, DISTRICT. RAIGAD.",MAHARASHTR A,25.0,6.2,7.1,85.0,1.0,0.4,6.0,21.0,2023,0.1610305958132045,155.0,0.5905,1.3,Safe
2708,"RIVER SURYA AT INTAKE OF VASAI-VIRAR WATER SCHEME, VILLAGE- MASVAN, TALUKA- PALGHAR, DISTRICT-
PALGHAR.",MAHARASHTR A,26.0,5.2,7.6,113.0,1.0,0.4,2.0,7.0,2023,0.19193857965451055,135.20000000000002,0.6194999999999999,1.48,Safe
2707,"RIVER SURYA AT MIDC PUMPING STATION ON BOISAR - CHILLARPHATA ROAD, VILLAGE- GARVASHET, TALUKA-
PALGHAR, DISTRICT- PAKGHAR",MAHARASHTR A,26.0,5.0,7.5,112.0,1.0,0.4,2.0,2.0,2023,0.1996007984031936,130.0,0.6100000000000001,1.42,Safe
2706,"RIVER SURYA AT U/S OF SURYA DAM, VILLAGE- DHAMNI, TALUKA- VIKRAMGAD, DISTRICT- PALGHAR.",MAHARASHTR A,26.0,5.4,7.6,114.0,1.0,0.4,2.0,11.0,2023,0.18484288354898337,140.4,0.6275,1.52,Safe
2709,"RIVER TANSA NEAR ROAD BRIDGE, VILLAGE- DAKEWALI, TALUKA- WADA, DISTRICT- PALGHAR.",MAHARASHTR A,19.0,6.5,7.6,71.0,1.0,0.4,2.0,17.0,2023,0.15360983102918588,123.5,0.5505,1.04,Safe
2162,"RIVER ULHAS AT JAMBHUL WATER WORKS, VILLAGE- JAMBHUL, TALUKA- AMBERNATH, DISTRICT- THANE.",MAHARASHTR A,26.0,6.2,7.0,131.0,1.0,0.4,2.0,33.0,2023,0.1610305958132045,161.20000000000002,0.6945,1.92,Safe
1094,"RIVER ULHAS AT U/S OF BADLAPUR WATER WORKS, VILLAGE. KULGAON, TALUKA. AMBERNATH, DISTRICT.
THANE.",MAHARASHTR A,26.0,6.3,7.1,121.0,1.0,0.4,2.0,22.0,2023,0.1584786053882726,163.79999999999998,0.658,1.71,Safe
1093,"RIVER ULHAS AT U/S OF NRC BUND, VILLAGE. MOHANE, TALUKA. KALYAN, DISTRICT. THANE.",MAHARASHTR A,26.0,6.2,7.3,130.0,1.0,0.4,2.0,13.0,2023,0.1610305958132045,161.20000000000002,0.6625,1.74,Safe
2712,"RIVER VAITARNA NEAR ROAD BRIDGE, VILLAGE- GANDHARE, TALUKA- WADA, DISTRICT- PALGHAR.",MAHARASHTR A,19.0,6.5,7.7,74.0,1.0,0.4,2.0,23.0,2023,0.15360983102918588,123.5,0.5655,1.14,Safe
2713,"RIVER VASHISHTI AT D/S OF THREE M PAPER MILLS NEAR
CHIPLUN WATER INTAKE JACKWELL, VILLAGE- KHERDI, TALUKA- CHIPLUN, DISTRICT- RATNAGIRI.",MAHARASHTR A,27.0,6.4,7.3,50.0,1.0,0.4,4.0,17.0,2023,0.15600624024961,172.8,0.5115,0.79,Safe
2714,"RIVER VASHISHTI AT U/S OF POPHALI NEAR
KONPHANSAWANE BRIDGE, VILLAGE- POPHALI, TALUKA- CHIPLUN, DISTRICT- RATNAGIRI.",MAHARASHTR A,27.0,6.8,7.4,43.0,1.0,0.4,4.0,17.0,2023,0.14684287812041116,183.6,0.49750000000000005,0.7,Safe
2164,"RIVER VASHISHTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD ., VILLAGE- KHERDI,
TALUKA- CHIPLUN, DISTRICT- RATNAGIRI.",MAHARASHTR A,27.0,5.7,7.4,49.0,1.0,0.4,4.0,14.0,2023,0.17513134851138354,153.9,0.505,0.75,Safe
2657,"RIVER BINDUSARA  AT BEED, NEAR INTAKE WATER PUMP HOUSE AT DAM, VILLAGE- PALIGAON, TALUKA- BEED,
DISTRICT- BEED.",MAHARASHTR A,22.0,2.6,8.1,358.0,1.0,0.4,2.0,2.0,2023,0.3831417624521073,57.2,1.1019999999999999,4.07,Safe
2660,"RIVER DARNA AT CHEHEDI WATER WORKS (PUMPING STATION), VILLAGE- CHEHEDI, TALUKA- NASHIK, DISTRICT- NASHIK.",MAHARASHTR A,20.0,5.6,7.2,177.0,1.0,0.4,4.0,40.0,2023,0.17825311942959005,112.0,0.8,2.52,Safe
2664,"RIVER DARNA AT SANSARI, VILLAGE- SANSARI,TALUKA- NASHIK,DISTRICT- NASHIK.",MAHARASHTR A,20.0,5.3,7.0,175.0,1.0,0.4,4.0,31.0,2023,0.18832391713747648,106.0,0.7825,2.43,Safe
2663,"RIVER DARNA AT BHAGUR PUMPING STATION NEAR
PANDHURLI BRIDGE, VILLAGE- BHAGUR, TALUKA-NASHIK, DISTRICT- NASHIK.",MAHARASHTR A,20.0,5.8,7.3,158.0,1.0,0.4,4.0,40.0,2023,0.17211703958691912,116.0,0.762,2.31,Safe
2662,"RIVER DARNA  AT MES SITE PUMPING STATION, VILLAGE- BHAGUR, TALUKA- NASHIK, DISTRICT- NASHIK.",MAHARASHTR A,20.0,5.6,7.3,164.0,1.0,0.4,4.0,40.0,2023,0.17825311942959005,112.0,0.774,2.38,Safe
2661,"RIVER DARNA AT ASWALI ( DARNA DAM),VILLAGE- ASWALI,TALUKA- IGATPURI,DISTRICT- NASHIK.",MAHARASHTR A,20.0,5.7,7.2,135.0,1.0,0.4,4.0,43.0,2023,0.17513134851138354,114.0,0.7205,2.08,Safe
2868,RIVER CHAKPI AT CHAKPIKARONG,MANIPUR,18.0,7.1,7.2,180.0,1.0,0.4,5.0,40.0,2023,0.1406469760900141,127.8,0.8074999999999999,2.57,Safe
1627,RIVER IMPHAL AT KIYAMGI,MANIPUR,19.0,7.1,7.0,120.0,1.0,0.4,60.0,135.0,2023,0.1406469760900141,134.9,0.9125,3.13,Safe
1457,RIVER IMPHAL AT KOIRENGEI,MANIPUR,19.0,7.1,7.2,140.0,1.0,0.4,40.0,75.0,2023,0.1406469760900141,134.9,0.8325,2.7,Safe
1424,RIVER IMPHAL AT MAHABALI,MANIPUR,19.0,6.7,7.2,140.0,1.0,0.4,55.0,90.0,2023,0.14903129657228018,127.3,0.8775,2.94,Safe
1628,RIVER IMPHAL AT MINUTHONG,MANIPUR,19.0,7.0,7.2,150.0,1.0,0.4,55.0,120.0,2023,0.14265335235378032,133.0,0.9425000000000001,3.28,Safe
2862,RIVER IMPHAL AT SAMUROU,MANIPUR,19.0,7.0,7.1,150.0,1.0,0.4,50.0,115.0,2023,0.14265335235378032,133.0,0.9275,3.2,Safe
2864,"RIVER IMPHAL NEAR LEIKINTHABI ROAD, AWANG SEKMAI",MANIPUR,20.0,7.1,7.2,150.0,1.0,0.4,40.0,95.0,2023,0.1406469760900141,142.0,0.8825,2.97,Safe
2874,RIVER IRANG AT TAMENGLONG,MANIPUR,18.0,7.1,7.2,150.0,1.0,0.4,5.0,30.0,2023,0.1406469760900141,127.8,0.7325,2.15,Safe
2863,RIVER IRIL AT KANGLA SIPHAI,MANIPUR,19.0,7.2,7.2,160.0,1.0,0.4,40.0,50.0,2023,0.13869625520110956,136.8,0.835,2.72,Safe
1624,RIVER IRIL AT LILONG,MANIPUR,19.0,7.0,7.2,150.0,1.0,0.4,55.0,100.0,2023,0.14265335235378032,133.0,0.9125000000000001,3.13,Safe
2873,RIVER IRIL AT LILONG,MANIPUR,21.0,6.9,7.2,210.0,1.0,0.4,55.0,120.0,2023,0.1447178002894356,144.9,1.0625,3.88,Safe
1458,RIVER IRIL AT PORAMPET,MANIPUR,18.0,7.2,7.3,210.0,1.0,0.4,45.0,70.0,2023,0.13869625520110956,129.6,0.9725,3.43,Safe
1926,"RIVER KHUJAIROK NEAR ELORA HOTEL ROAD, MOREH",MANIPUR,20.0,6.1,6.8,340.0,1.0,0.4,120.0,295.0,2023,0.16366612111292964,122.0,1.6825,6.49,Safe
2867,RIVER MAHA NEAR KOMLATHABI BAZAR,MANIPUR,18.0,7.0,7.2,240.0,1.0,0.4,15.0,40.0,2023,0.14265335235378032,126.0,0.9424999999999999,3.28,Safe
2879,RIVER MANIPUR AT ETHAI BARRAGE,MANIPUR,18.0,6.9,7.1,160.0,1.0,0.4,60.0,150.0,2023,0.1447178002894356,124.2,1.0150000000000001,3.65,Safe
2852,RIVER MANIPUR AT SEKMAIJIN,MANIPUR,19.0,7.2,7.2,160.0,1.0,0.4,60.0,140.0,2023,0.13869625520110956,136.8,1.0,3.57,Safe
2857,RIVER MANIPUR AT THOUBAL,MANIPUR,20.0,6.7,7.1,180.0,1.0,0.4,60.0,125.0,2023,0.14903129657228018,134.0,1.0175,3.66,Safe
1626,RIVER NAMBUL AT HEIRANGOITHONG,MANIPUR,20.0,5.1,6.8,300.0,1.0,0.4,200.0,785.0,2023,0.19569471624266147,102.0,2.4575,9.01,Safe
1625,RIVER NAMBUL AT HUMP BRIDGE,MANIPUR,20.0,5.3,6.9,280.0,1.0,0.4,195.0,755.0,2023,0.18832391713747648,106.0,2.3649999999999998,8.74,Safe
2860,RIVER NAMBUL AT NAOREMTHONG,MANIPUR,20.0,6.5,6.4,190.0,1.0,0.4,85.0,170.0,2023,0.15360983102918588,130.0,1.1425,4.26,Safe
2858,RIVER NAMBUL AT SAMUSANG (U.K. ROAD),MANIPUR,19.0,6.7,6.8,130.0,1.0,0.4,90.0,200.0,2023,0.14903129657228018,127.3,1.075,3.94,Safe
2859,RIVER NAMBUL AT SINGDA DAM,MANIPUR,18.0,7.3,7.2,108.0,1.0,0.4,15.0,30.0,2023,0.13679890560875513,131.4,0.6635000000000001,1.74,Safe
1927,"RIVER SEKMAI RIVER, KAKCHING",MANIPUR,19.0,7.0,7.2,140.0,1.0,0.4,20.0,65.0,2023,0.14265335235378032,133.0,0.7875,2.46,Safe
2872,RIVER THOUBAL AT LITAN BRIDGE,MANIPUR,19.0,7.3,7.2,180.0,1.0,0.4,30.0,60.0,2023,0.13679890560875513,138.7,0.875,2.93,Safe
2854,RIVER THOUBAL AT PHADOM,MANIPUR,19.0,7.1,7.2,160.0,1.0,0.4,20.0,50.0,2023,0.1406469760900141,134.9,0.805,2.55,Safe
